S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
514,OpenCampus,Education,Australia,2022-02-23,Data Breach,Third-party Vendor,Customer Data,902816,3829411,1045537,18,27714,No,Yes,86,12,External,Yes,633110,Let his yourself upon let assume however draw.
515,RoadRunner Logi,Logistics,Canada,2021-04-07,DDoS,Phishing Link,Employee Records,310290,3685333,880981,3,40571,Yes,No,76,18,Internal,Yes,530325,Man American still program Democrat behavior common.
516,BrightMinds,Education,Singapore,2020-10-14,Data Breach,Cloud Misconfig,Financial Data,328724,521142,1766453,25,7274,Yes,Yes,95,18,External,No,295339,Already task significant Democrat step check above.
517,FastMove,Logistics,Germany,2021-12-17,Credential Theft,Cloud Misconfig,Health Records,175560,2566685,1584151,18,74911,No,No,87,6,External,Yes,629960,Ten suffer work.
518,CodeVista,Tech,India,2022-08-10,Phishing,Phishing Link,Financial Data,131718,324323,1531274,8,93439,No,Yes,79,30,Internal,No,357312,Benefit their chair buy picture give.
519,BrightMinds,Education,Australia,2023-02-09,Malware,Web App,Health Records,941086,984919,187164,8,20062,No,Yes,34,9,Internal,Yes,663814,Provide wall pretty goal information fill once nature.
520,CodeVista,Tech,Canada,2024-10-26,DDoS,USB Drive,Employee Records,684111,2505655,1915984,27,19525,Yes,No,63,8,Internal,Yes,178635,For deep child religious time wrong happy choice.
521,OpenCampus,Education,USA,2024-03-30,Credential Theft,Phishing Link,Financial Data,927539,155042,1349351,21,76107,Yes,No,78,8,Internal,No,170829,Environment we practice cup.
522,GreenVolt,Energy,Singapore,2022-05-01,Phishing,Cloud Misconfig,Customer Data,901092,4847305,1245274,17,34158,Yes,Yes,15,30,Internal,Yes,273905,Recent yeah produce night sound certain.
523,FastMove,Logistics,France,2025-04-28,Phishing,Cloud Misconfig,Employee Records,228523,1709396,1388280,9,83613,No,Yes,90,23,External,Yes,411307,Page quickly six evidence per listen remember.
524,TechBloom,Tech,Brazil,2022-04-12,Malware,USB Drive,Health Records,587795,1921532,36390,19,27369,No,Yes,73,19,External,Yes,22518,Play half trade role deal born tree.
525,EnergyCore,Energy,Japan,2023-04-23,Data Breach,Web App,Employee Records,346085,600725,237187,19,61978,Yes,Yes,5,30,External,Yes,124034,Walk something change anything former.
526,EnergyCore,Energy,Singapore,2021-04-10,Phishing,Web App,Health Records,418310,3150919,536498,11,41603,Yes,Yes,62,11,Internal,No,249382,According production ready better.
527,RoadRunner Logi,Logistics,Japan,2022-09-27,Data Breach,Third-party Vendor,User Credentials,670216,597171,317520,17,76888,No,Unknown,88,28,External,No,21761,Difficult certainly top say common middle society yet.
528,TechBloom,Tech,Brazil,2025-07-02,Credential Theft,Phishing Link,User Credentials,880804,3336769,817819,30,38129,No,No,40,18,External,Yes,854510,Least week beautiful common.
529,OpenCampus,Education,Brazil,2022-12-23,Credential Theft,Web App,Financial Data,551857,4393631,445699,22,64209,No,Yes,58,17,Internal,No,569538,Us religious carry service necessary.
530,MediTech Global,Healthcare,Germany,2022-12-31,Data Breach,Web App,Health Records,43003,1303181,196182,4,74615,Yes,Yes,79,30,External,No,772514,Mouth off health lead training join artist prevent.
531,SafePay Group,Finance,Australia,2025-02-18,Credential Theft,Phishing Link,Customer Data,322655,4959813,1706567,13,7042,Yes,No,69,15,Internal,Yes,356588,Ever large model hit near book party.
532,TrustCapital,Finance,UK,2022-01-07,Credential Theft,Cloud Misconfig,Health Records,605232,2542690,20230,30,24368,No,Yes,2,21,Internal,Yes,256480,Senior today small then.
533,NovaBank,Finance,Germany,2025-02-03,Ransomware,Cloud Misconfig,User Credentials,340346,2562521,1621735,4,78030,Yes,No,58,17,Internal,Yes,937597,Pm price school little think decide.
534,RoadRunner Logi,Logistics,UK,2022-03-09,Credential Theft,Phishing Link,User Credentials,337385,2610094,1155624,8,31693,No,Unknown,17,27,External,Yes,582375,Stage themselves strong teach sound energy woman.
535,EduFuture,Education,Singapore,2020-10-18,Ransomware,Web App,Customer Data,890113,1662686,985217,10,85430,No,Unknown,17,30,External,Yes,787286,Me seek true event outside.
536,CloudForge,Tech,Canada,2022-09-05,Phishing,Phishing Link,Financial Data,752316,769368,1358009,22,46388,No,No,33,17,Internal,No,864832,Member voice than least likely when man represent.
537,NovaBank,Finance,Canada,2024-12-04,Data Breach,Web App,User Credentials,224924,1637252,904933,25,72612,Yes,No,97,23,Internal,No,337100,News serve give you.
538,UrbanCart,Retail,UK,2023-11-06,Data Breach,Phishing Link,Employee Records,829789,3309616,1647507,3,52506,Yes,Yes,27,1,Internal,Yes,124358,Whole small fund blood work cut.
539,EnergyCore,Energy,India,2024-10-21,Phishing,Cloud Misconfig,Employee Records,231961,833443,20852,15,35450,Yes,No,56,9,External,Yes,692273,Next exist focus fact begin save job maybe.
540,AxisWealth,Finance,Brazil,2021-12-14,Phishing,Web App,Employee Records,622488,709206,1006385,6,26324,Yes,Yes,53,29,Internal,Yes,512189,Cultural expert somebody watch.
541,FastMove,Logistics,Singapore,2023-06-13,Phishing,Third-party Vendor,Health Records,785267,2668134,1237414,27,9168,Yes,No,60,29,External,Yes,618270,Attorney past responsibility market.
542,TechBloom,Tech,USA,2023-08-14,Phishing,Cloud Misconfig,Employee Records,635588,1654524,998082,30,94677,No,Yes,65,17,Internal,No,372438,Lay whatever middle ability at.
543,CodeVista,Tech,UK,2024-02-02,Phishing,USB Drive,User Credentials,325290,1263900,70321,23,91543,No,No,34,29,External,No,781239,Long imagine article far.
544,EduFuture,Education,Japan,2023-12-07,Malware,Phishing Link,Health Records,97523,1063106,1348889,10,71253,No,Unknown,42,3,Internal,No,868021,Agency discussion all someone agency security.
545,RoadRunner Logi,Logistics,Brazil,2025-06-11,Credential Theft,Web App,Employee Records,212886,1353198,1395352,20,22161,Yes,Unknown,23,27,External,Yes,130756,Difference peace claim claim.
546,SafePay Group,Finance,USA,2020-11-02,Phishing,Cloud Misconfig,User Credentials,638252,3868080,881387,18,81671,Yes,Unknown,16,14,External,Yes,354148,Increase travel weight blood.
547,NetLine,Telecom,Singapore,2021-06-08,Data Breach,Cloud Misconfig,Customer Data,29523,1181490,549855,26,9270,Yes,Unknown,91,7,Internal,No,414954,Better week these fish particular behind off.
548,NetLine,Telecom,India,2020-11-29,DDoS,USB Drive,Employee Records,195349,1385612,571869,6,86681,No,Unknown,35,12,External,Yes,954344,Community pay citizen water production wide American peace.
549,NovaBank,Finance,France,2024-08-14,Malware,Phishing Link,User Credentials,755179,4849584,38256,24,56845,No,Yes,19,7,External,Yes,123265,Determine network nice design.
550,MegaMart,Retail,France,2023-12-14,Ransomware,USB Drive,User Credentials,565068,192720,328442,21,89458,No,Unknown,64,13,External,Yes,644971,Actually home after itself these material.
551,EnergyCore,Energy,India,2023-08-28,Malware,Web App,Health Records,755636,847876,883302,15,32422,No,Yes,47,28,External,Yes,344549,Seem their candidate sister determine enjoy name.
552,UrbanCart,Retail,France,2023-03-30,Malware,Phishing Link,Health Records,538067,2279512,106658,12,85535,Yes,Yes,98,10,External,Yes,626956,Set ok this color number bed film.
553,RoadRunner Logi,Logistics,Australia,2022-05-01,DDoS,Third-party Vendor,Financial Data,993728,4550922,1102530,27,25584,Yes,Unknown,23,3,Internal,No,247882,Maybe network several election.
554,FastMove,Logistics,France,2022-10-28,Credential Theft,USB Drive,Financial Data,606847,1747121,1771885,25,14962,Yes,Yes,95,28,External,No,157901,Bed nothing gun partner card message may.
555,BioGenix,Healthcare,Germany,2020-11-17,Ransomware,Third-party Vendor,Employee Records,937863,3536642,575181,5,16746,Yes,Yes,75,3,Internal,No,544412,Research Mr couple example plant.
556,FastMove,Logistics,France,2021-10-02,Phishing,USB Drive,User Credentials,909102,3459051,1709354,5,62371,Yes,No,17,27,External,No,548275,Teach out increase arm though whom protect.
557,MediTech Global,Healthcare,Canada,2021-05-19,DDoS,Web App,Employee Records,228412,4836907,1850415,25,28190,No,Yes,6,25,Internal,No,205933,Behind past coach almost claim hear assume.
558,LifeSure Health,Healthcare,France,2024-01-01,Credential Theft,Phishing Link,Customer Data,492437,2250909,108680,25,86742,Yes,Unknown,34,12,Internal,No,533623,May spend year property important benefit spring.
559,OpenCampus,Education,Canada,2024-01-15,Credential Theft,Email,Customer Data,620702,3725928,1334165,14,7187,No,Yes,99,26,Internal,No,587253,Answer safe past nor.
560,Learnify,Education,UK,2021-04-07,Data Breach,Phishing Link,Health Records,492999,999732,1427554,24,58809,Yes,Unknown,88,24,External,No,190730,Itself window report organization officer.
561,ConnectNow,Telecom,France,2022-09-15,Data Breach,Cloud Misconfig,Financial Data,987982,1943371,690355,7,64692,No,Unknown,60,10,External,No,428649,Rest than message small important those low.
562,SafePay Group,Finance,UK,2023-04-14,Phishing,USB Drive,Employee Records,294807,2372362,313151,5,87320,Yes,Unknown,78,20,External,Yes,7184,Cup sometimes green around.
563,CodeVista,Tech,Japan,2021-10-19,Credential Theft,Email,Financial Data,292429,1190259,1726064,2,78453,Yes,Yes,26,9,External,No,102264,Others wonder book article.
564,SkillBridge,Education,Japan,2024-11-06,Malware,Cloud Misconfig,User Credentials,248155,3919527,544637,13,57539,No,No,26,26,External,No,151819,Camera pressure then situation.
565,EduFuture,Education,Japan,2020-09-11,DDoS,Phishing Link,Employee Records,701443,2886234,880973,13,53640,No,Yes,50,13,External,No,984951,Likely four hear religious.
566,SkillBridge,Education,Canada,2024-09-13,Malware,Cloud Misconfig,Health Records,919499,3314218,731050,12,50982,Yes,Yes,80,30,External,No,523031,Republican public keep shake serve receive character.
567,LifeSure Health,Healthcare,France,2024-05-09,Credential Theft,Phishing Link,Customer Data,112801,787678,924142,10,81812,No,Yes,88,18,Internal,Yes,995590,Term large fast quickly.
568,MegaMart,Retail,UK,2020-11-25,Phishing,USB Drive,Customer Data,668982,3330474,682279,11,78490,Yes,No,35,25,Internal,Yes,558287,Inside art gas.
569,CodeVista,Tech,Australia,2024-10-29,DDoS,Phishing Link,Financial Data,389408,1803690,174659,14,65213,Yes,Unknown,47,2,Internal,No,976530,Project happen account run research production fight hour.
570,CargoXpress,Logistics,UK,2024-01-14,Ransomware,Web App,User Credentials,764134,1857054,1366754,5,25776,Yes,Yes,57,8,External,No,573930,Argue season parent key city.
571,NetLine,Telecom,Australia,2024-11-14,Credential Theft,Third-party Vendor,Employee Records,93262,168152,200603,23,5541,Yes,Unknown,50,11,Internal,Yes,27099,Animal human Mr ask generation minute guy.
572,MediTech Global,Healthcare,USA,2024-03-06,Phishing,Cloud Misconfig,User Credentials,391913,4562128,400746,3,73432,No,Unknown,60,26,External,No,783055,Trade necessary line goal continue.
573,BioGenix,Healthcare,USA,2024-04-06,Ransomware,USB Drive,Employee Records,170508,2640682,1700529,5,42719,No,Unknown,85,1,External,Yes,75841,Forget newspaper east mother trouble.
574,AxisWealth,Finance,Canada,2021-08-19,Phishing,Third-party Vendor,User Credentials,577575,870823,369669,9,72078,Yes,Unknown,3,13,External,No,921734,Term history table official stay.
575,TrackSwift,Logistics,Brazil,2022-12-16,Ransomware,Third-party Vendor,Health Records,613588,592817,557184,4,1189,Yes,Yes,67,3,External,No,20299,Result while rest building every.
576,FastMove,Logistics,USA,2022-10-13,Credential Theft,Cloud Misconfig,Customer Data,262497,3053311,1145312,10,76252,Yes,Yes,37,29,Internal,Yes,393650,Natural again south hope cell resource.
577,OpenCampus,Education,USA,2024-05-05,Data Breach,Third-party Vendor,Employee Records,803462,2750359,1101376,14,8396,No,Yes,28,14,Internal,No,346045,Trip put positive Republican citizen worker necessary.
578,TrustCapital,Finance,Germany,2021-02-19,Ransomware,Third-party Vendor,Health Records,351036,4266326,702001,1,33985,Yes,No,28,5,External,No,399822,Wife final candidate beautiful resource go high.
579,NovaBank,Finance,India,2024-11-05,DDoS,Cloud Misconfig,Employee Records,239387,3992842,1169784,24,17676,Yes,Unknown,92,12,Internal,Yes,808003,Too require security.
580,TrustCapital,Finance,Brazil,2025-02-24,Ransomware,Phishing Link,Financial Data,986776,3506842,233492,25,94092,Yes,Yes,59,8,Internal,No,951668,Wear event lot do probably.
581,BrightMinds,Education,India,2021-12-06,DDoS,Email,Health Records,887812,4328137,622741,8,42540,Yes,No,42,7,External,No,683178,Local specific benefit itself voice together.
582,MediTech Global,Healthcare,Australia,2024-03-05,Data Breach,USB Drive,Health Records,127213,2197600,1548043,10,67764,No,Yes,61,4,Internal,No,388828,And might a.
583,MegaMart,Retail,Japan,2024-02-01,Phishing,Third-party Vendor,Customer Data,467570,294230,435224,11,89029,Yes,Unknown,75,24,External,Yes,577061,Over join its develop.
584,EduFuture,Education,Germany,2023-11-22,Ransomware,Third-party Vendor,Employee Records,447705,1821665,997269,29,47866,Yes,Yes,49,5,Internal,No,591352,Necessary personal style.
585,TrustCapital,Finance,India,2021-12-08,Credential Theft,Web App,Health Records,805793,2753454,936813,1,95083,Yes,No,59,16,External,No,539592,Sense account six option his his model.
586,AxisWealth,Finance,France,2020-10-07,Phishing,Web App,Financial Data,953418,3787439,1180377,28,88382,No,Yes,93,22,External,No,907963,Later suggest especially stage operation.
587,Learnify,Education,Australia,2022-01-12,Data Breach,Web App,Financial Data,39015,1431130,1561879,6,33356,No,Yes,49,27,External,Yes,99546,You when claim left recently concern.
588,TechBloom,Tech,Brazil,2021-09-05,Phishing,Web App,Customer Data,592816,3442990,1608733,23,66691,No,Unknown,44,22,External,No,107385,Magazine site occur painting.
589,Learnify,Education,France,2020-09-07,Data Breach,Cloud Misconfig,Employee Records,781158,1583221,676328,30,24800,Yes,No,37,21,Internal,Yes,364200,Bank under bag score.
590,EnergyCore,Energy,Brazil,2021-08-20,Phishing,Phishing Link,Health Records,898974,3188499,611261,30,25778,Yes,No,46,1,Internal,Yes,761503,Situation would possible study.
591,OpenCampus,Education,India,2025-06-13,Credential Theft,Phishing Link,Health Records,494394,3339409,120629,9,65241,Yes,Yes,80,23,External,No,871002,Certainly place compare when network air between.
592,TrustCapital,Finance,Singapore,2021-03-04,Data Breach,Phishing Link,Customer Data,744685,1456953,410377,18,8939,Yes,No,86,29,External,Yes,176303,Stock recently issue simple nice artist simple tell.
593,Learnify,Education,Canada,2023-02-25,Data Breach,USB Drive,Health Records,914091,1561872,1221987,2,86106,Yes,No,46,22,External,No,31906,Help trip idea pay its.
594,TrustCapital,Finance,Germany,2023-02-06,Data Breach,Email,Customer Data,552487,3794428,529827,1,29286,No,Yes,68,12,External,No,242385,Attention teach focus medical choose and.
595,ShopEase,Retail,USA,2025-01-06,Credential Theft,Email,Employee Records,308968,1536049,1037968,20,2762,No,Yes,77,9,External,Yes,588787,Perform knowledge community time phone consumer.
596,CargoXpress,Logistics,Canada,2023-02-17,Ransomware,Cloud Misconfig,Financial Data,750528,368401,1384909,1,59396,Yes,Yes,22,23,Internal,No,459155,Road yet what view half cultural stock.
597,HealTech,Healthcare,Singapore,2024-03-05,Data Breach,Web App,Financial Data,458535,2719651,1794548,21,9693,No,Yes,50,12,External,Yes,597847,Program space direction plan.
598,CloudForge,Tech,India,2023-06-22,Credential Theft,Cloud Misconfig,Employee Records,449701,2006457,778518,22,74784,Yes,Yes,54,15,Internal,Yes,364493,Brother lay understand president some name huge news.
599,UrbanCart,Retail,Japan,2024-05-13,Phishing,Email,Customer Data,440084,2145367,613697,25,62510,No,Yes,97,22,Internal,No,709504,Movie ball mind market exactly.
600,Learnify,Education,India,2023-08-02,Ransomware,Phishing Link,Customer Data,468929,1228689,384162,8,95010,No,Unknown,39,13,External,No,394605,Painting person third say Mr bar.
601,ShopEase,Retail,Singapore,2022-07-03,Data Breach,Email,Health Records,445555,1793396,1179048,26,26885,Yes,Yes,31,20,External,Yes,302294,Ahead career the night see figure report.
602,TrackSwift,Logistics,Canada,2021-04-05,DDoS,Phishing Link,Customer Data,395552,999126,426671,25,874,Yes,No,9,28,External,Yes,338051,Work anything not together day special candidate.
603,ConnectNow,Telecom,France,2021-12-24,DDoS,Third-party Vendor,Employee Records,325701,3673357,1420776,14,33382,No,Unknown,92,10,Internal,No,877961,Hard quite budget data member audience information hard.
